uniqueid,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,staxids
659,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,5671903,5671990,3.29E-28,135,111789
660,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,5854208,5854121,3.29E-28,135,111789
661,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,6024759,6024846,3.29E-28,135,111789
662,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,6409782,6409695,3.29E-28,135,111789
663,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,7392836,7392749,3.29E-28,135,111789
664,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,7397902,7397989,3.29E-28,135,111789
665,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,7961859,7961772,3.29E-28,135,111789
666,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,8563825,8563912,3.29E-28,135,111789
667,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,8913301,8913214,3.29E-28,135,111789
668,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,11052809,11052722,3.29E-28,135,111789
669,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,12193056,12193143,3.29E-28,135,111789
670,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,12239929,12239842,3.29E-28,135,111789
671,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,96.341,82,3,0,1,82,13068544,13068625,3.29E-28,135,111789
672,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,13458399,13458312,3.29E-28,135,111789
673,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,13966471,13966558,3.29E-28,135,111789
674,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,14779006,14779093,3.29E-28,135,111789
675,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,14834695,14834782,3.29E-28,135,111789
676,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,20218469,20218556,3.29E-28,135,111789
677,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,20314683,20314596,3.29E-28,135,111789
678,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,20379208,20379295,3.29E-28,135,111789
679,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,20460877,20460790,3.29E-28,135,111789
680,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,21923432,21923345,3.29E-28,135,111789
681,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,22281392,22281479,3.29E-28,135,111789
682,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,23195882,23195969,3.29E-28,135,111789
683,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,23361101,23361014,3.29E-28,135,111789
684,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,23809166,23809253,3.29E-28,135,111789
685,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,24386254,24386341,3.29E-28,135,111789
686,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,24632737,24632824,3.29E-28,135,111789
687,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,24728681,24728768,3.29E-28,135,111789
688,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,25085393,25085306,3.29E-28,135,111789
689,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,25102276,25102189,3.29E-28,135,111789
690,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,25308304,25308391,3.29E-28,135,111789
691,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,25795670,25795757,3.29E-28,135,111789
692,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,25864473,25864560,3.29E-28,135,111789
693,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,25987116,25987203,3.29E-28,135,111789
694,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,26721184,26721271,3.29E-28,135,111789
695,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,27122929,27123016,3.29E-28,135,111789
696,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,27519880,27519793,3.29E-28,135,111789
697,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,27592425,27592512,3.29E-28,135,111789
698,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,29382967,29382880,3.29E-28,135,111789
699,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,31344573,31344486,3.29E-28,135,111789
700,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,31363359,31363272,3.29E-28,135,111789
701,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,31452570,31452483,3.29E-28,135,111789
702,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,32025705,32025618,3.29E-28,135,111789
703,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,32284598,32284511,3.29E-28,135,111789
704,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,32295612,32295525,3.29E-28,135,111789
705,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,32470279,32470192,3.29E-28,135,111789
706,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,32974574,32974661,3.29E-28,135,111789
707,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,33042179,33042266,3.29E-28,135,111789
708,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,34648843,34648756,3.29E-28,135,111789
709,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,35395120,35395033,3.29E-28,135,111789
710,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,35510000,35510087,3.29E-28,135,111789
711,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,35802791,35802878,3.29E-28,135,111789
712,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,37430604,37430691,3.29E-28,135,111789
713,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,37499787,37499700,3.29E-28,135,111789
714,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,38417619,38417532,3.29E-28,135,111789
715,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.382,89,4,1,1,88,39718911,39718999,3.29E-28,135,111789
716,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,40235912,40235825,3.29E-28,135,111789
717,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,40286373,40286286,3.29E-28,135,111789
718,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41019083,41018996,3.29E-28,135,111789
719,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41021880,41021793,3.29E-28,135,111789
720,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41116394,41116307,3.29E-28,135,111789
721,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41320510,41320597,3.29E-28,135,111789
722,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41488122,41488209,3.29E-28,135,111789
723,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41900013,41899926,3.29E-28,135,111789
724,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,41921955,41921868,3.29E-28,135,111789
725,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,42017519,42017432,3.29E-28,135,111789
726,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,42650765,42650852,3.29E-28,135,111789
727,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,42796184,42796097,3.29E-28,135,111789
728,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,42961503,42961590,3.29E-28,135,111789
729,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,43383281,43383194,3.29E-28,135,111789
730,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,45159238,45159151,3.29E-28,135,111789
731,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,45182160,45182073,3.29E-28,135,111789
732,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,45793284,45793371,3.29E-28,135,111789
733,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,45798232,45798145,3.29E-28,135,111789
734,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,46551432,46551519,3.29E-28,135,111789
735,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,46604101,46604188,3.29E-28,135,111789
736,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,46664113,46664026,3.29E-28,135,111789
737,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,46715148,46715061,3.29E-28,135,111789
738,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,47236861,47236774,3.29E-28,135,111789
739,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,47568475,47568388,3.29E-28,135,111789
740,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,47860941,47861028,3.29E-28,135,111789
741,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,49193415,49193502,3.29E-28,135,111789
742,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,49483890,49483977,3.29E-28,135,111789
743,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,49675452,49675539,3.29E-28,135,111789
744,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,49921645,49921732,3.29E-28,135,111789
745,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,50478875,50478788,3.29E-28,135,111789
746,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,50627169,50627082,3.29E-28,135,111789
747,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,50795394,50795481,3.29E-28,135,111789
748,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,51039684,51039597,3.29E-28,135,111789
749,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,51916712,51916799,3.29E-28,135,111789
750,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,52007949,52008036,3.29E-28,135,111789
751,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,53373352,53373439,3.29E-28,135,111789
752,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,54188316,54188229,3.29E-28,135,111789
753,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,54922346,54922259,3.29E-28,135,111789
754,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,56166728,56166815,3.29E-28,135,111789
755,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,56180759,56180846,3.29E-28,135,111789
756,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,57061785,57061872,3.29E-28,135,111789
757,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,57687522,57687609,3.29E-28,135,111789
758,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,57730905,57730992,3.29E-28,135,111789
759,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,58088274,58088361,3.29E-28,135,111789
760,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,58455012,58455099,3.29E-28,135,111789
761,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,58585546,58585459,3.29E-28,135,111789
762,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.548,93,3,2,1,90,59180702,59180610,3.29E-28,135,111789
763,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,59357890,59357977,3.29E-28,135,111789
764,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,59375074,59374987,3.29E-28,135,111789
765,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,59407927,59407840,3.29E-28,135,111789
766,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,60568935,60568848,3.29E-28,135,111789
767,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,61523041,61522954,3.29E-28,135,111789
768,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,61884233,61884320,3.29E-28,135,111789
769,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,61923903,61923990,3.29E-28,135,111789
770,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,63437152,63437239,3.29E-28,135,111789
771,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,64072341,64072254,3.29E-28,135,111789
772,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,65543969,65544056,3.29E-28,135,111789
773,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,66442677,66442764,3.29E-28,135,111789
774,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,66517089,66517002,3.29E-28,135,111789
775,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,67111695,67111608,3.29E-28,135,111789
776,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,67139071,67139158,3.29E-28,135,111789
777,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,67220437,67220350,3.29E-28,135,111789
778,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,68286949,68286862,3.29E-28,135,111789
779,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,68404399,68404486,3.29E-28,135,111789
780,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,68512091,68512178,3.29E-28,135,111789
781,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,69068712,69068799,3.29E-28,135,111789
782,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,69313486,69313573,3.29E-28,135,111789
783,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,69592576,69592663,3.29E-28,135,111789
784,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,70624374,70624461,3.29E-28,135,111789
785,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,70633676,70633589,3.29E-28,135,111789
786,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,70679095,70679008,3.29E-28,135,111789
787,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,70824334,70824247,3.29E-28,135,111789
788,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,71285954,71286041,3.29E-28,135,111789
789,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,71716002,71715915,3.29E-28,135,111789
790,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,75344618,75344531,3.29E-28,135,111789
791,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,75939627,75939540,3.29E-28,135,111789
792,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,77765974,77766061,3.29E-28,135,111789
793,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,78236856,78236943,3.29E-28,135,111789
794,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,78445984,78445897,3.29E-28,135,111789
795,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,79003769,79003682,3.29E-28,135,111789
796,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,80830458,80830371,3.29E-28,135,111789
797,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,81972581,81972494,3.29E-28,135,111789
798,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,82100824,82100737,3.29E-28,135,111789
799,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,82424366,82424453,3.29E-28,135,111789
800,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,82773185,82773272,3.29E-28,135,111789
801,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,82955490,82955403,3.29E-28,135,111789
802,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,83126041,83126128,3.29E-28,135,111789
803,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,83511064,83510977,3.29E-28,135,111789
804,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,84494118,84494031,3.29E-28,135,111789
805,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,5,0,1,88,84499184,84499271,3.29E-28,135,111789
806,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,6224716,6224627,1.18E-27,134,111789
807,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,1,87,8701500,8701586,1.18E-27,134,111789
808,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,2,88,27079582,27079668,1.18E-27,134,111789
809,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,28437841,28437930,1.18E-27,134,111789
810,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,29862067,29862156,1.18E-27,134,111789
811,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,1,87,30689549,30689463,1.18E-27,134,111789
812,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,4,1,1,88,32235999,32236085,1.18E-27,134,111789
813,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,33887299,33887388,1.18E-27,134,111789
814,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,1,87,42598588,42598674,1.18E-27,134,111789
815,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,1,87,50603584,50603670,1.18E-27,134,111789
816,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.238,84,4,0,3,86,51340807,51340724,1.18E-27,134,111789
817,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,57434063,57433974,1.18E-27,134,111789
818,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.407,91,4,2,1,90,60332818,60332907,1.18E-27,134,111789
819,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,62881425,62881336,1.18E-27,134,111789
820,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,1,87,65381250,65381336,1.18E-27,134,111789
821,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,1,87,68325885,68325799,1.18E-27,134,111789
822,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,5,0,2,88,68377072,68376986,1.18E-27,134,111789
823,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.318,88,4,1,1,88,74463169,74463255,1.18E-27,134,111789
824,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.333,90,6,0,1,90,83325998,83325909,1.18E-27,134,111789
825,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.186,86,5,0,3,88,4606461,4606546,4.25E-27,132,111789
826,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.181,83,4,0,1,83,5117532,5117450,4.25E-27,132,111789
827,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,1,89,7853810,7853898,4.25E-27,132,111789
828,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,2,90,14551175,14551263,4.25E-27,132,111789
829,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,1,89,30230708,30230620,4.25E-27,132,111789
830,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.186,86,5,0,1,86,31109621,31109706,4.25E-27,132,111789
831,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.181,83,4,0,6,88,31994544,31994626,4.25E-27,132,111789
832,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,1,89,33472989,33472901,4.25E-27,132,111789
833,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.186,86,5,0,3,88,33805708,33805793,4.25E-27,132,111789
834,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,1,89,41731391,41731479,4.25E-27,132,111789
835,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.253,87,3,2,1,86,49916864,49916779,4.25E-27,132,111789
836,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.186,86,5,0,3,88,54886631,54886546,4.25E-27,132,111789
837,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,1,89,61603418,61603330,4.25E-27,132,111789
838,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.186,86,5,0,1,86,68398620,68398535,4.25E-27,132,111789
839,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,6,0,1,89,71323179,71323267,4.25E-27,132,111789
840,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,94.186,86,5,0,3,88,81707743,81707828,4.25E-27,132,111789
841,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,95.181,83,4,0,1,83,82218814,82218732,4.25E-27,132,111789
842,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,21391,21304,1.53E-26,130,111789
843,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,653128,653215,1.53E-26,130,111789
844,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,942421,942508,1.53E-26,130,111789
845,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,1092642,1092729,1.53E-26,130,111789
846,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,1506794,1506881,1.53E-26,130,111789
847,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,1623574,1623487,1.53E-26,130,111789
848,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,1723889,1723976,1.53E-26,130,111789
849,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,1759522,1759435,1.53E-26,130,111789
850,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,1875297,1875210,1.53E-26,130,111789
851,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,2335995,2335908,1.53E-26,130,111789
852,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,2850848,2850935,1.53E-26,130,111789
853,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,4462757,4462844,1.53E-26,130,111789
854,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,4676060,4675973,1.53E-26,130,111789
855,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,6159228,6159141,1.53E-26,130,111789
856,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,8048064,8048151,1.53E-26,130,111789
857,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,10563279,10563366,1.53E-26,130,111789
858,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,11681071,11681158,1.53E-26,130,111789
859,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,13069247,13069334,1.53E-26,130,111789
860,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,15207598,15207685,1.53E-26,130,111789
861,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,20231845,20231758,1.53E-26,130,111789
862,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,23148308,23148221,1.53E-26,130,111789
863,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.258,89,4,2,1,89,25496130,25496216,1.53E-26,130,111789
864,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,25815809,25815722,1.53E-26,130,111789
865,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,26512577,26512490,1.53E-26,130,111789
866,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,26611736,26611823,1.53E-26,130,111789
867,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,28349996,28350083,1.53E-26,130,111789
868,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,30818843,30818930,1.53E-26,130,111789
869,Met178.1;size=1;,gi|1548994292|gb|CP034496.1|,93.182,88,6,0,1,88,30985065,30984978,1.53E-26,130,111789
